,p_guess,nllh_choice,bic,success
1,0.39998124016698611,3.1951592996256495,,True
2,1.2212453270876722e-15,6.0000300001726947e-05,,True
3,0.66667563947865183,1.9095425050203008,,True
4,5.5511151231257827e-17,0.69318718075994645,,True
5,0.40000185954567646,2.5020121177044472,,True
6,0.49997030706786894,3.6356349419463063,,True
7,0.33335656833029359,2.7033672561129913,,True
8,0.79999328442068629,4.0582055157236727,,True
9,0.49999847537819136,2.2493405784814322,,True
10,0.0,1.3863243612698914,,True
11,0.79997291201671517,4.0582055175170719,,True
12,7.0164596217274066e-05,0.00017541456753385421,,True
13,0.40000727743357362,2.5020121178978165,,True
14,4.2597991722086517e-05,0.00012779533612771116,,True
15,0.0,0.69318718075994645,,True
16,0.9998723712245341,4.1588831322269852,,True
17,0.39999737127125845,3.1951592982778783,,True
18,0.6666643931010765,3.8190850097863223,,True
19,0.66668006307509464,3.8190850103745633,,True
20,0.66662626199415076,3.8190850152788025,,True
21,0.99991099521568683,4.1588831071252264,,True
22,0.33336165807693752,2.7033672575300032,,True
23,0.33332761128775168,2.703367253374636,,True
24,0.99986500746548601,0.69328218220677151,,True
25,4.4832592845831963e-05,0.69325926329830412,,True
26,0.66666413087494814,3.8190850097905789,,True
27,0.66663660403487812,3.8190850128191189,,True
28,0.99994608215065894,4.1588830920810755,,True
29,0.66668845306229196,3.819085011370793,,True
30,0.3333348483275933,2.7033672532102222,,True
31,0.99998505232956025,4.1588830840299709,,True
32,0.50002793778860899,3.6356349416764595,,True
33,5.0718494421928472e-05,0.00015215741257306657,,True
34,0.00017801760321163856,0.00017802552624870209,,True
35,0.66664731233439545,3.8190850110331303,,True
36,0.99998231062310183,4.1589184630522134,,True
37,0.0,0.69318718075994645,,True
38,0.99996140751557605,4.1589216795675643,,True
39,0.79997307150173569,3.365058336934692,,True
40,3.3306690738754696e-16,1.3863343613198917,,True
41,5.5511151231257827e-16,1.3863343613198917,,True
42,6.9388939039072284e-18,0.69319718080994674,,True
